Date;Product;Delivery Period;Price (EUR/MWh);Volume (MW)
2026-03-29;QH 27;06:30 - 06:45;108.99;0.0
2026-03-29;QH 28;06:45 - 07:00;102.91;0.0
2026-03-29;QH 29;07:00 - 07:15;112.24;0.0
2026-03-29;QH 30;07:15 - 07:30;94.82;0.0
2026-03-29;QH 31;07:30 - 07:45;89.06;0.0
2026-03-29;QH 32;07:45 - 08:00;81.47;0.0
2026-03-29;QH 33;08:00 - 08:15;97.96;0.0
2026-03-29;QH 34;08:15 - 08:30;83.91;0.0
2026-03-29;QH 35;08:30 - 08:45;70.55;0.0
2026-03-29;QH 36;08:45 - 09:00;46.81;0.0
2026-03-29;QH 37;09:00 - 09:15;70.6;0.0
2026-03-29;QH 38;09:15 - 09:30;55.29;0.0
2026-03-29;QH 39;09:30 - 09:45;42.91;0.0
2026-03-29;QH 40;09:45 - 10:00;9.99;0.0
2026-03-29;QH 41;10:00 - 10:15;26.23;0.0
2026-03-29;QH 42;10:15 - 10:30;7.78;0.0
2026-03-29;QH 43;10:30 - 10:45;4.69;0.0
2026-03-29;QH 44;10:45 - 11:00;0.22;0.0
2026-03-29;QH 45;11:00 - 11:15;1.09;0.0
2026-03-29;QH 46;11:15 - 11:30;0.0;0.0
2026-03-29;QH 47;11:30 - 11:45;-0.06;0.0
2026-03-29;QH 48;11:45 - 12:00;-1.05;0.0
2026-03-29;QH 49;12:00 - 12:15;-1.01;0.0
2026-03-29;QH 50;12:15 - 12:30;-1.21;0.0
2026-03-29;QH 51;12:30 - 12:45;-2.11;0.0
2026-03-29;QH 52;12:45 - 13:00;-2.81;0.0
2026-03-29;QH 53;13:00 - 13:15;-2.02;0.0
2026-03-29;QH 54;13:15 - 13:30;-2.4;0.0
2026-03-29;QH 55;13:30 - 13:45;-2.07;0.0
2026-03-29;QH 56;13:45 - 14:00;-1.91;0.0
2026-03-29;QH 57;14:00 - 14:15;-0.08;0.0
2026-03-29;QH 58;14:15 - 14:30;0.0;0.0
2026-03-29;QH 59;14:30 - 14:45;0.0;0.0
2026-03-29;QH 60;14:45 - 15:00;3.57;0.0
2026-03-29;QH 61;15:00 - 15:15;2.5;0.0
2026-03-29;QH 62;15:15 - 15:30;14.41;0.0
2026-03-29;QH 63;15:30 - 15:45;34.25;0.0
2026-03-29;QH 64;15:45 - 16:00;82.08;0.0
2026-03-29;QH 65;16:00 - 16:15;58.05;0.0
2026-03-29;QH 66;16:15 - 16:30;80.91;0.0
2026-03-29;QH 67;16:30 - 16:45;97.98;0.0
2026-03-29;QH 68;16:45 - 17:00;120.1;0.0
2026-03-29;QH 69;17:00 - 17:15;99.24;0.0
2026-03-29;QH 70;17:15 - 17:30;108.84;0.0
2026-03-29;QH 71;17:30 - 17:45;108.62;0.0
2026-03-29;QH 72;17:45 - 18:00;106.01;0.0
2026-03-29;QH 73;18:00 - 18:15;119.71;0.0
2026-03-29;QH 74;18:15 - 18:30;107.91;0.0
2026-03-29;QH 75;18:30 - 18:45;81.18;0.0
2026-03-29;QH 76;18:45 - 19:00;71.92;0.0
2026-03-29;QH 77;19:00 - 19:15;96.33;0.0
2026-03-29;QH 78;19:15 - 19:30;85.31;0.0
2026-03-29;QH 79;19:30 - 19:45;63.92;0.0
2026-03-29;QH 80;19:45 - 20:00;53.69;0.0
2026-03-29;QH 81;20:00 - 20:15;96.59;0.0
2026-03-29;QH 82;20:15 - 20:30;77.99;0.0
2026-03-29;QH 83;20:30 - 20:45;62.23;0.0
2026-03-29;QH 84;20:45 - 21:00;30.59;0.0
2026-03-29;QH 85;21:00 - 21:15;55.19;0.0
2026-03-29;QH 86;21:15 - 21:30;24.8;0.0
2026-03-29;QH 87;21:30 - 21:45;17.59;0.0
2026-03-29;QH 88;21:45 - 22:00;4.96;0.0
2026-03-29;QH 89;22:00 - 22:15;17.76;0.0
2026-03-29;QH 90;22:15 - 22:30;9.43;0.0
2026-03-29;QH 91;22:30 - 22:45;5.17;0.0
2026-03-29;QH 92;22:45 - 23:00;4.43;0.0
2026-03-29;QH 93;23:00 - 23:15;4.25;0.0
2026-03-29;QH 94;23:15 - 23:30;3.14;0.0
2026-03-29;QH 95;23:30 - 23:45;1.59;0.0
2026-03-29;QH 96;23:45 - 00:00;0.22;0.0
2026-03-30;QH 1;00:00 - 00:15;5.48;0.0
2026-03-30;QH 2;00:15 - 00:30;4.5;0.0
2026-03-30;QH 3;00:30 - 00:45;4.97;0.0
2026-03-30;QH 4;00:45 - 01:00;5.13;0.0
2026-03-30;QH 5;01:00 - 01:15;3.08;0.0
2026-03-30;QH 6;01:15 - 01:30;3.8;0.0
2026-03-30;QH 7;01:30 - 01:45;3.91;0.0
2026-03-30;QH 8;01:45 - 02:00;4.51;0.0
2026-03-30;QH 9;02:00 - 02:15;2.19;0.0
2026-03-30;QH 10;02:15 - 02:30;3.54;0.0
2026-03-30;QH 11;02:30 - 02:45;4.08;0.0
2026-03-30;QH 12;02:45 - 03:00;7.62;0.0
2026-03-30;QH 13;03:00 - 03:15;3.54;0.0
2026-03-30;QH 14;03:15 - 03:30;7.62;0.0
2026-03-30;QH 15;03:30 - 03:45;17.23;0.0
2026-03-30;QH 16;03:45 - 04:00;45.3;0.0
2026-03-30;QH 17;04:00 - 04:15;26.05;0.0
2026-03-30;QH 18;04:15 - 04:30;63.5;0.0
2026-03-30;QH 19;04:30 - 04:45;87.96;0.0
2026-03-30;QH 20;04:45 - 05:00;89.97;0.0
2026-03-30;QH 21;05:00 - 05:15;73.12;0.0
2026-03-30;QH 22;05:15 - 05:30;89.48;0.0
2026-03-30;QH 23;05:30 - 05:45;100.52;0.0
2026-03-30;QH 24;05:45 - 06:00;98.13;0.0
2026-03-30;QH 25;06:00 - 06:15;116.73;0.0
2026-03-30;QH 26;06:15 - 06:30;108.26;0.0
2026-03-30;QH 27;06:30 - 06:45;108.39;0.0
2026-03-30;QH 28;06:45 - 07:00;103.51;0.0
2026-03-30;QH 29;07:00 - 07:15;111.85;0.0
2026-03-30;QH 30;07:15 - 07:30;102.16;0.0
2026-03-30;QH 31;07:30 - 07:45;96.34;0.0
2026-03-30;QH 32;07:45 - 08:00;77.0;0.0
2026-03-30;QH 33;08:00 - 08:15;85.99;0.0
2026-03-30;QH 34;08:15 - 08:30;71.54;0.0
2026-03-30;QH 35;08:30 - 08:45;82.24;0.0
2026-03-30;QH 36;08:45 - 09:00;55.62;0.0
2026-03-30;QH 37;09:00 - 09:15;71.28;0.0
2026-03-30;QH 38;09:15 - 09:30;50.3;0.0
2026-03-30;QH 39;09:30 - 09:45;39.17;0.0
2026-03-30;QH 40;09:45 - 10:00;23.24;0.0
2026-03-30;QH 41;10:00 - 10:15;39.41;0.0
2026-03-30;QH 42;10:15 - 10:30;25.03;0.0
2026-03-30;QH 43;10:30 - 10:45;19.91;0.0
2026-03-30;QH 44;10:45 - 11:00;10.0;0.0
2026-03-30;QH 45;11:00 - 11:15;17.55;0.0
2026-03-30;QH 46;11:15 - 11:30;15.55;0.0
2026-03-30;QH 47;11:30 - 11:45;9.91;0.0
2026-03-30;QH 48;11:45 - 12:00;2.59;0.0
2026-03-30;QH 49;12:00 - 12:15;9.4;0.0
2026-03-30;QH 50;12:15 - 12:30;8.67;0.0
2026-03-30;QH 51;12:30 - 12:45;7.59;0.0
2026-03-30;QH 52;12:45 - 13:00;4.51;0.0
2026-03-30;QH 53;13:00 - 13:15;9.38;0.0
2026-03-30;QH 54;13:15 - 13:30;10.73;0.0
2026-03-30;QH 55;13:30 - 13:45;11.66;0.0
2026-03-30;QH 56;13:45 - 14:00;19.98;0.0
2026-03-30;QH 57;14:00 - 14:15;9.98;0.0
2026-03-30;QH 58;14:15 - 14:30;23.34;0.0
2026-03-30;QH 59;14:30 - 14:45;44.26;0.0
2026-03-30;QH 60;14:45 - 15:00;63.0;0.0
2026-03-30;QH 61;15:00 - 15:15;45.46;0.0
2026-03-30;QH 62;15:15 - 15:30;65.46;0.0
2026-03-30;QH 63;15:30 - 15:45;86.79;0.0
2026-03-30;QH 64;15:45 - 16:00;112.09;0.0
2026-03-30;QH 65;16:00 - 16:15;85.0;0.0
2026-03-30;QH 66;16:15 - 16:30;105.03;0.0
2026-03-30;QH 67;16:30 - 16:45;109.38;0.0
2026-03-30;QH 68;16:45 - 17:00;119.9;0.0
2026-03-30;QH 69;17:00 - 17:15;114.06;0.0
2026-03-30;QH 70;17:15 - 17:30;117.28;0.0
2026-03-30;QH 71;17:30 - 17:45;122.27;0.0
2026-03-30;QH 72;17:45 - 18:00;133.0;0.0
2026-03-30;QH 73;18:00 - 18:15;124.79;0.0
2026-03-30;QH 74;18:15 - 18:30;124.4;0.0
2026-03-30;QH 75;18:30 - 18:45;127.35;0.0
2026-03-30;QH 76;18:45 - 19:00;125.89;0.0
2026-03-30;QH 77;19:00 - 19:15;135.99;0.0
2026-03-30;QH 78;19:15 - 19:30;124.82;0.0
2026-03-30;QH 79;19:30 - 19:45;127.98;0.0
2026-03-30;QH 80;19:45 - 20:00;115.87;0.0
2026-03-30;QH 81;20:00 - 20:15;129.52;0.0
2026-03-30;QH 82;20:15 - 20:30;119.43;0.0
2026-03-30;QH 83;20:30 - 20:45;120.1;0.0
2026-03-30;QH 84;20:45 - 21:00;115.65;0.0
2026-03-30;QH 85;21:00 - 21:15;115.23;0.0
2026-03-30;QH 86;21:15 - 21:30;110.15;0.0
2026-03-30;QH 87;21:30 - 21:45;107.6;0.0
2026-03-30;QH 88;21:45 - 22:00;102.54;0.0
2026-03-30;QH 89;22:00 - 22:15;123.0;0.0
2026-03-30;QH 90;22:15 - 22:30;108.88;0.0
2026-03-30;QH 91;22:30 - 22:45;104.6;0.0
2026-03-30;QH 92;22:45 - 23:00;100.5;0.0
2026-03-30;QH 93;23:00 - 23:15;102.56;0.0
2026-03-30;QH 94;23:15 - 23:30;103.07;0.0
2026-03-30;QH 95;23:30 - 23:45;103.08;0.0
2026-03-30;QH 96;23:45 - 00:00;102.01;0.0
2026-03-31;QH 1;00:00 - 00:15;102.65;0.0
2026-03-31;QH 2;00:15 - 00:30;101.39;0.0
2026-03-31;QH 3;00:30 - 00:45;100.89;0.0
2026-03-31;QH 4;00:45 - 01:00;100.11;0.0
2026-03-31;QH 5;01:00 - 01:15;100.64;0.0
2026-03-31;QH 6;01:15 - 01:30;100.13;0.0
2026-03-31;QH 7;01:30 - 01:45;100.99;0.0
2026-03-31;QH 8;01:45 - 02:00;100.38;0.0
2026-03-31;QH 9;02:00 - 02:15;100.55;0.0
2026-03-31;QH 10;02:15 - 02:30;101.79;0.0
2026-03-31;QH 11;02:30 - 02:45;101.27;0.0
2026-03-31;QH 12;02:45 - 03:00;103.11;0.0
2026-03-31;QH 13;03:00 - 03:15;94.84;0.0
2026-03-31;QH 14;03:15 - 03:30;99.42;0.0
2026-03-31;QH 15;03:30 - 03:45;112.97;0.0
2026-03-31;QH 16;03:45 - 04:00;124.94;0.0
2026-03-31;QH 17;04:00 - 04:15;113.77;0.0
2026-03-31;QH 18;04:15 - 04:30;127.5;0.0
2026-03-31;QH 19;04:30 - 04:45;151.11;0.0
2026-03-31;QH 20;04:45 - 05:00;156.41;0.0
2026-03-31;QH 21;05:00 - 05:15;152.47;0.0
2026-03-31;QH 22;05:15 - 05:30;153.0;0.0
2026-03-31;QH 23;05:30 - 05:45;154.44;0.0
2026-03-31;QH 24;05:45 - 06:00;148.59;0.0
2026-03-31;QH 25;06:00 - 06:15;203.4;0.0
2026-03-31;QH 26;06:15 - 06:30;180.22;0.0
2026-03-31;QH 27;06:30 - 06:45;145.56;0.0
2026-03-31;QH 28;06:45 - 07:00;125.98;0.0
2026-03-31;QH 29;07:00 - 07:15;163.15;0.0
2026-03-31;QH 30;07:15 - 07:30;134.76;0.0
2026-03-31;QH 31;07:30 - 07:45;125.31;0.0
2026-03-31;QH 32;07:45 - 08:00;119.0;0.0
2026-03-31;QH 33;08:00 - 08:15;117.09;0.0
2026-03-31;QH 34;08:15 - 08:30;108.85;0.0
2026-03-31;QH 35;08:30 - 08:45;98.11;0.0
2026-03-31;QH 36;08:45 - 09:00;92.97;0.0
2026-03-31;QH 37;09:00 - 09:15;99.03;0.0
2026-03-31;QH 38;09:15 - 09:30;93.08;0.0
2026-03-31;QH 39;09:30 - 09:45;84.13;0.0
2026-03-31;QH 40;09:45 - 10:00;73.16;0.0
2026-03-31;QH 41;10:00 - 10:15;88.78;0.0
2026-03-31;QH 42;10:15 - 10:30;82.34;0.0
2026-03-31;QH 43;10:30 - 10:45;78.18;0.0
2026-03-31;QH 44;10:45 - 11:00;65.38;0.0
2026-03-31;QH 45;11:00 - 11:15;73.54;0.0
2026-03-31;QH 46;11:15 - 11:30;60.9;0.0
2026-03-31;QH 47;11:30 - 11:45;46.39;0.0
2026-03-31;QH 48;11:45 - 12:00;40.07;0.0
2026-03-31;QH 49;12:00 - 12:15;51.2;0.0
2026-03-31;QH 50;12:15 - 12:30;51.34;0.0
2026-03-31;QH 51;12:30 - 12:45;54.02;0.0
2026-03-31;QH 52;12:45 - 13:00;57.39;0.0
2026-03-31;QH 53;13:00 - 13:15;54.0;0.0
2026-03-31;QH 54;13:15 - 13:30;62.4;0.0
2026-03-31;QH 55;13:30 - 13:45;62.76;0.0
2026-03-31;QH 56;13:45 - 14:00;73.05;0.0
2026-03-31;QH 57;14:00 - 14:15;64.03;0.0
2026-03-31;QH 58;14:15 - 14:30;80.4;0.0
2026-03-31;QH 59;14:30 - 14:45;89.27;0.0
2026-03-31;QH 60;14:45 - 15:00;95.17;0.0
2026-03-31;QH 61;15:00 - 15:15;96.06;0.0
2026-03-31;QH 62;15:15 - 15:30;101.22;0.0
2026-03-31;QH 63;15:30 - 15:45;105.81;0.0
2026-03-31;QH 64;15:45 - 16:00;140.78;0.0
2026-03-31;QH 65;16:00 - 16:15;108.58;0.0
2026-03-31;QH 66;16:15 - 16:30;141.83;0.0
2026-03-31;QH 67;16:30 - 16:45;158.72;0.0
2026-03-31;QH 68;16:45 - 17:00;194.87;0.0
2026-03-31;QH 69;17:00 - 17:15;153.48;0.0
2026-03-31;QH 70;17:15 - 17:30;176.56;0.0
2026-03-31;QH 71;17:30 - 17:45;181.96;0.0
2026-03-31;QH 72;17:45 - 18:00;188.01;0.0
2026-03-31;QH 73;18:00 - 18:15;189.75;0.0
2026-03-31;QH 74;18:15 - 18:30;180.74;0.0
2026-03-31;QH 75;18:30 - 18:45;173.54;0.0
2026-03-31;QH 76;18:45 - 19:00;159.99;0.0
2026-03-31;QH 77;19:00 - 19:15;201.16;0.0
2026-03-31;QH 78;19:15 - 19:30;171.46;0.0
2026-03-31;QH 79;19:30 - 19:45;162.62;0.0
2026-03-31;QH 80;19:45 - 20:00;151.66;0.0
2026-03-31;QH 81;20:00 - 20:15;169.14;0.0
2026-03-31;QH 82;20:15 - 20:30;161.3;0.0
2026-03-31;QH 83;20:30 - 20:45;152.95;0.0
2026-03-31;QH 84;20:45 - 21:00;149.93;0.0
2026-03-31;QH 85;21:00 - 21:15;152.98;0.0
2026-03-31;QH 86;21:15 - 21:30;149.56;0.0
2026-03-31;QH 87;21:30 - 21:45;149.96;0.0
2026-03-31;QH 88;21:45 - 22:00;141.4;0.0
2026-03-31;QH 89;22:00 - 22:15;159.02;0.0
2026-03-31;QH 90;22:15 - 22:30;146.7;0.0
2026-03-31;QH 91;22:30 - 22:45;142.99;0.0
2026-03-31;QH 92;22:45 - 23:00;133.33;0.0
2026-03-31;QH 93;23:00 - 23:15;137.31;0.0
2026-03-31;QH 94;23:15 - 23:30;129.2;0.0
2026-03-31;QH 95;23:30 - 23:45;129.2;0.0
2026-03-31;QH 96;23:45 - 00:00;122.24;0.0
2026-04-01;QH 1;00:00 - 00:15;125.68;0.0
2026-04-01;QH 2;00:15 - 00:30;124.18;0.0
2026-04-01;QH 3;00:30 - 00:45;125.49;0.0
2026-04-01;QH 4;00:45 - 01:00;126.03;0.0
2026-04-01;QH 5;01:00 - 01:15;123.68;0.0
2026-04-01;QH 6;01:15 - 01:30;128.0;0.0
2026-04-01;QH 7;01:30 - 01:45;132.12;0.0
2026-04-01;QH 8;01:45 - 02:00;133.91;0.0
2026-04-01;QH 9;02:00 - 02:15;128.28;0.0
2026-04-01;QH 10;02:15 - 02:30;131.62;0.0
2026-04-01;QH 11;02:30 - 02:45;138.8;0.0
2026-04-01;QH 12;02:45 - 03:00;145.4;0.0
2026-04-01;QH 13;03:00 - 03:15;134.67;0.0
2026-04-01;QH 14;03:15 - 03:30;143.47;0.0
2026-04-01;QH 15;03:30 - 03:45;150.06;0.0
2026-04-01;QH 16;03:45 - 04:00;168.26;0.0
2026-04-01;QH 17;04:00 - 04:15;155.67;0.0
2026-04-01;QH 18;04:15 - 04:30;177.23;0.0
2026-04-01;QH 19;04:30 - 04:45;190.54;0.0
2026-04-01;QH 20;04:45 - 05:00;199.9;0.0
2026-04-01;QH 21;05:00 - 05:15;235.93;0.0
2026-04-01;QH 22;05:15 - 05:30;239.03;0.0
2026-04-01;QH 23;05:30 - 05:45;221.02;0.0
2026-04-01;QH 24;05:45 - 06:00;211.81;0.0
2026-04-01;QH 25;06:00 - 06:15;239.12;0.0
2026-04-01;QH 26;06:15 - 06:30;214.59;0.0
2026-04-01;QH 27;06:30 - 06:45;184.15;0.0
2026-04-01;QH 28;06:45 - 07:00;162.05;0.0
2026-04-01;QH 29;07:00 - 07:15;209.0;0.0
2026-04-01;QH 30;07:15 - 07:30;185.81;0.0
2026-04-01;QH 31;07:30 - 07:45;161.39;0.0
2026-04-01;QH 32;07:45 - 08:00;129.86;0.0
2026-04-01;QH 33;08:00 - 08:15;163.37;0.0
2026-04-01;QH 34;08:15 - 08:30;141.74;0.0
2026-04-01;QH 35;08:30 - 08:45;130.51;0.0
2026-04-01;QH 36;08:45 - 09:00;123.58;0.0
2026-04-01;QH 37;09:00 - 09:15;138.63;0.0
2026-04-01;QH 38;09:15 - 09:30;130.77;0.0
2026-04-01;QH 39;09:30 - 09:45;122.32;0.0
2026-04-01;QH 40;09:45 - 10:00;120.59;0.0
2026-04-01;QH 41;10:00 - 10:15;130.49;0.0
2026-04-01;QH 42;10:15 - 10:30;112.75;0.0
2026-04-01;QH 43;10:30 - 10:45;111.84;0.0
2026-04-01;QH 44;10:45 - 11:00;105.13;0.0
2026-04-01;QH 45;11:00 - 11:15;106.35;0.0
2026-04-01;QH 46;11:15 - 11:30;98.56;0.0
2026-04-01;QH 47;11:30 - 11:45;90.03;0.0
2026-04-01;QH 48;11:45 - 12:00;80.4;0.0
2026-04-01;QH 49;12:00 - 12:15;89.01;0.0
2026-04-01;QH 50;12:15 - 12:30;85.33;0.0
2026-04-01;QH 51;12:30 - 12:45;85.33;0.0
2026-04-01;QH 52;12:45 - 13:00;85.66;0.0
2026-04-01;QH 53;13:00 - 13:15;84.51;0.0
2026-04-01;QH 54;13:15 - 13:30;88.43;0.0
2026-04-01;QH 55;13:30 - 13:45;96.78;0.0
2026-04-01;QH 56;13:45 - 14:00;105.63;0.0
2026-04-01;QH 57;14:00 - 14:15;84.94;0.0
2026-04-01;QH 58;14:15 - 14:30;98.23;0.0
2026-04-01;QH 59;14:30 - 14:45;108.99;0.0
2026-04-01;QH 60;14:45 - 15:00;129.9;0.0
2026-04-01;QH 61;15:00 - 15:15;119.93;0.0
2026-04-01;QH 62;15:15 - 15:30;119.91;0.0
2026-04-01;QH 63;15:30 - 15:45;128.56;0.0
2026-04-01;QH 64;15:45 - 16:00;152.08;0.0
2026-04-01;QH 65;16:00 - 16:15;111.1;0.0
2026-04-01;QH 66;16:15 - 16:30;142.01;0.0
2026-04-01;QH 67;16:30 - 16:45;157.8;0.0
2026-04-01;QH 68;16:45 - 17:00;197.47;0.0
2026-04-01;QH 69;17:00 - 17:15;162.56;0.0
2026-04-01;QH 70;17:15 - 17:30;185.75;0.0
2026-04-01;QH 71;17:30 - 17:45;200.38;0.0
2026-04-01;QH 72;17:45 - 18:00;205.97;0.0
2026-04-01;QH 73;18:00 - 18:15;197.83;0.0
2026-04-01;QH 74;18:15 - 18:30;190.73;0.0
2026-04-01;QH 75;18:30 - 18:45;180.0;0.0
2026-04-01;QH 76;18:45 - 19:00;156.21;0.0
2026-04-01;QH 77;19:00 - 19:15;178.68;0.0
2026-04-01;QH 78;19:15 - 19:30;168.58;0.0
2026-04-01;QH 79;19:30 - 19:45;163.93;0.0
2026-04-01;QH 80;19:45 - 20:00;152.1;0.0
2026-04-01;QH 81;20:00 - 20:15;167.64;0.0
2026-04-01;QH 82;20:15 - 20:30;153.87;0.0
2026-04-01;QH 83;20:30 - 20:45;151.35;0.0
2026-04-01;QH 84;20:45 - 21:00;138.43;0.0
2026-04-01;QH 85;21:00 - 21:15;147.52;0.0
2026-04-01;QH 86;21:15 - 21:30;137.85;0.0
2026-04-01;QH 87;21:30 - 21:45;130.58;0.0
2026-04-01;QH 88;21:45 - 22:00;119.18;0.0
2026-04-01;QH 89;22:00 - 22:15;139.4;0.0
2026-04-01;QH 90;22:15 - 22:30;128.44;0.0
2026-04-01;QH 91;22:30 - 22:45;121.55;0.0
2026-04-01;QH 92;22:45 - 23:00;119.3;0.0
2026-04-01;QH 93;23:00 - 23:15;125.43;0.0
2026-04-01;QH 94;23:15 - 23:30;119.36;0.0
2026-04-01;QH 95;23:30 - 23:45;116.61;0.0
2026-04-01;QH 96;23:45 - 00:00;114.58;0.0
2026-04-02;QH 1;00:00 - 00:15;116.9;0.0
2026-04-02;QH 2;00:15 - 00:30;114.44;0.0
2026-04-02;QH 3;00:30 - 00:45;113.75;0.0
2026-04-02;QH 4;00:45 - 01:00;111.43;0.0
2026-04-02;QH 5;01:00 - 01:15;110.23;0.0
2026-04-02;QH 6;01:15 - 01:30;107.65;0.0
2026-04-02;QH 7;01:30 - 01:45;108.86;0.0
2026-04-02;QH 8;01:45 - 02:00;110.0;0.0
2026-04-02;QH 9;02:00 - 02:15;105.42;0.0
2026-04-02;QH 10;02:15 - 02:30;104.97;0.0
2026-04-02;QH 11;02:30 - 02:45;108.92;0.0
2026-04-02;QH 12;02:45 - 03:00;110.33;0.0
2026-04-02;QH 13;03:00 - 03:15;108.29;0.0
2026-04-02;QH 14;03:15 - 03:30;113.17;0.0
2026-04-02;QH 15;03:30 - 03:45;119.3;0.0
2026-04-02;QH 16;03:45 - 04:00;136.41;0.0
2026-04-02;QH 17;04:00 - 04:15;131.0;0.0
2026-04-02;QH 18;04:15 - 04:30;150.04;0.0
2026-04-02;QH 19;04:30 - 04:45;161.61;0.0
2026-04-02;QH 20;04:45 - 05:00;165.56;0.0
2026-04-02;QH 21;05:00 - 05:15;163.62;0.0
2026-04-02;QH 22;05:15 - 05:30;166.68;0.0
2026-04-02;QH 23;05:30 - 05:45;161.52;0.0
2026-04-02;QH 24;05:45 - 06:00;148.21;0.0
2026-04-02;QH 25;06:00 - 06:15;196.93;0.0
2026-04-02;QH 26;06:15 - 06:30;173.46;0.0
2026-04-02;QH 27;06:30 - 06:45;154.05;0.0
2026-04-02;QH 28;06:45 - 07:00;106.19;0.0
2026-04-02;QH 29;07:00 - 07:15;127.01;0.0
2026-04-02;QH 30;07:15 - 07:30;117.01;0.0
2026-04-02;QH 31;07:30 - 07:45;113.42;0.0
2026-04-02;QH 32;07:45 - 08:00;99.67;0.0
2026-04-02;QH 33;08:00 - 08:15;107.91;0.0
2026-04-02;QH 34;08:15 - 08:30;98.89;0.0
2026-04-02;QH 35;08:30 - 08:45;91.94;0.0
2026-04-02;QH 36;08:45 - 09:00;63.91;0.0
2026-04-02;QH 37;09:00 - 09:15;88.43;0.0
2026-04-02;QH 38;09:15 - 09:30;78.75;0.0
2026-04-02;QH 39;09:30 - 09:45;71.95;0.0
2026-04-02;QH 40;09:45 - 10:00;57.87;0.0
2026-04-02;QH 41;10:00 - 10:15;75.01;0.0
2026-04-02;QH 42;10:15 - 10:30;62.42;0.0
2026-04-02;QH 43;10:30 - 10:45;55.54;0.0
2026-04-02;QH 44;10:45 - 11:00;46.01;0.0
2026-04-02;QH 45;11:00 - 11:15;49.81;0.0
2026-04-02;QH 46;11:15 - 11:30;43.2;0.0
2026-04-02;QH 47;11:30 - 11:45;42.1;0.0
2026-04-02;QH 48;11:45 - 12:00;34.71;0.0
2026-04-02;QH 49;12:00 - 12:15;42.62;0.0
2026-04-02;QH 50;12:15 - 12:30;49.97;0.0
2026-04-02;QH 51;12:30 - 12:45;54.75;0.0
2026-04-02;QH 52;12:45 - 13:00;64.1;0.0
2026-04-02;QH 53;13:00 - 13:15;52.55;0.0
2026-04-02;QH 54;13:15 - 13:30;72.99;0.0
2026-04-02;QH 55;13:30 - 13:45;79.3;0.0
2026-04-02;QH 56;13:45 - 14:00;90.24;0.0
2026-04-02;QH 57;14:00 - 14:15;80.01;0.0
2026-04-02;QH 58;14:15 - 14:30;93.18;0.0
2026-04-02;QH 59;14:30 - 14:45;96.82;0.0
2026-04-02;QH 60;14:45 - 15:00;101.02;0.0
2026-04-02;QH 61;15:00 - 15:15;98.73;0.0
2026-04-02;QH 62;15:15 - 15:30;103.15;0.0
2026-04-02;QH 63;15:30 - 15:45;112.86;0.0
2026-04-02;QH 64;15:45 - 16:00;120.5;0.0
2026-04-02;QH 65;16:00 - 16:15;118.4;0.0
2026-04-02;QH 66;16:15 - 16:30;126.46;0.0
2026-04-02;QH 67;16:30 - 16:45;139.67;0.0
2026-04-02;QH 68;16:45 - 17:00;153.01;0.0
2026-04-02;QH 69;17:00 - 17:15;142.56;0.0
2026-04-02;QH 70;17:15 - 17:30;155.8;0.0
2026-04-02;QH 71;17:30 - 17:45;168.58;0.0
2026-04-02;QH 72;17:45 - 18:00;180.42;0.0
2026-04-02;QH 73;18:00 - 18:15;172.57;0.0
2026-04-02;QH 74;18:15 - 18:30;160.94;0.0
2026-04-02;QH 75;18:30 - 18:45;157.06;0.0
2026-04-02;QH 76;18:45 - 19:00;147.97;0.0
2026-04-02;QH 77;19:00 - 19:15;162.88;0.0
2026-04-02;QH 78;19:15 - 19:30;150.75;0.0
2026-04-02;QH 79;19:30 - 19:45;142.38;0.0
2026-04-02;QH 80;19:45 - 20:00;130.08;0.0
2026-04-02;QH 81;20:00 - 20:15;147.53;0.0
2026-04-02;QH 82;20:15 - 20:30;137.96;0.0
2026-04-02;QH 83;20:30 - 20:45;130.07;0.0
2026-04-02;QH 84;20:45 - 21:00;124.43;0.0
2026-04-02;QH 85;21:00 - 21:15;130.05;0.0
2026-04-02;QH 86;21:15 - 21:30;123.78;0.0
2026-04-02;QH 87;21:30 - 21:45;127.81;0.0
2026-04-02;QH 88;21:45 - 22:00;114.24;0.0
2026-04-02;QH 89;22:00 - 22:15;144.84;0.0
2026-04-02;QH 90;22:15 - 22:30;136.52;0.0
2026-04-02;QH 91;22:30 - 22:45;129.14;0.0
2026-04-02;QH 92;22:45 - 23:00;123.9;0.0
2026-04-02;QH 93;23:00 - 23:15;124.53;0.0
2026-04-02;QH 94;23:15 - 23:30;124.1;0.0
2026-04-02;QH 95;23:30 - 23:45;124.41;0.0
2026-04-02;QH 96;23:45 - 00:00;114.9;0.0
2026-04-03;QH 1;00:00 - 00:15;127.53;0.0
2026-04-03;QH 2;00:15 - 00:30;120.0;0.0
2026-04-03;QH 3;00:30 - 00:45;114.76;0.0
2026-04-03;QH 4;00:45 - 01:00;115.77;0.0
2026-04-03;QH 5;01:00 - 01:15;119.28;0.0
2026-04-03;QH 6;01:15 - 01:30;117.16;0.0
2026-04-03;QH 7;01:30 - 01:45;115.5;0.0
2026-04-03;QH 8;01:45 - 02:00;118.73;0.0
2026-04-03;QH 9;02:00 - 02:15;120.59;0.0
2026-04-03;QH 10;02:15 - 02:30;121.05;0.0
2026-04-03;QH 11;02:30 - 02:45;120.17;0.0
