Date;Product;Delivery Period;Price (EUR/MWh);Volume (MW)
2026-03-19;QH 59;14:30 - 14:45;98.79;0.0
2026-03-19;QH 60;14:45 - 15:00;120.48;0.0
2026-03-19;QH 61;15:00 - 15:15;97.64;0.0
2026-03-19;QH 62;15:15 - 15:30;110.13;0.0
2026-03-19;QH 63;15:30 - 15:45;122.85;0.0
2026-03-19;QH 64;15:45 - 16:00;150.77;0.0
2026-03-19;QH 65;16:00 - 16:15;101.41;0.0
2026-03-19;QH 66;16:15 - 16:30;132.96;0.0
2026-03-19;QH 67;16:30 - 16:45;163.96;0.0
2026-03-19;QH 68;16:45 - 17:00;210.37;0.0
2026-03-19;QH 69;17:00 - 17:15;180.37;0.0
2026-03-19;QH 70;17:15 - 17:30;202.3;0.0
2026-03-19;QH 71;17:30 - 17:45;223.21;0.0
2026-03-19;QH 72;17:45 - 18:00;231.19;0.0
2026-03-19;QH 73;18:00 - 18:15;240.91;0.0
2026-03-19;QH 74;18:15 - 18:30;219.48;0.0
2026-03-19;QH 75;18:30 - 18:45;203.32;0.0
2026-03-19;QH 76;18:45 - 19:00;193.82;0.0
2026-03-19;QH 77;19:00 - 19:15;183.05;0.0
2026-03-19;QH 78;19:15 - 19:30;167.86;0.0
2026-03-19;QH 79;19:30 - 19:45;157.15;0.0
2026-03-19;QH 80;19:45 - 20:00;145.42;0.0
2026-03-19;QH 81;20:00 - 20:15;160.79;0.0
2026-03-19;QH 82;20:15 - 20:30;155.74;0.0
2026-03-19;QH 83;20:30 - 20:45;147.77;0.0
2026-03-19;QH 84;20:45 - 21:00;131.86;0.0
2026-03-19;QH 85;21:00 - 21:15;150.74;0.0
2026-03-19;QH 86;21:15 - 21:30;145.68;0.0
2026-03-19;QH 87;21:30 - 21:45;134.44;0.0
2026-03-19;QH 88;21:45 - 22:00;127.34;0.0
2026-03-19;QH 89;22:00 - 22:15;141.56;0.0
2026-03-19;QH 90;22:15 - 22:30;134.05;0.0
2026-03-19;QH 91;22:30 - 22:45;131.1;0.0
2026-03-19;QH 92;22:45 - 23:00;122.24;0.0
2026-03-19;QH 93;23:00 - 23:15;158.56;0.0
2026-03-19;QH 94;23:15 - 23:30;145.41;0.0
2026-03-19;QH 95;23:30 - 23:45;137.26;0.0
2026-03-19;QH 96;23:45 - 00:00;133.02;0.0
2026-03-20;QH 1;00:00 - 00:15;141.26;0.0
2026-03-20;QH 2;00:15 - 00:30;138.09;0.0
2026-03-20;QH 3;00:30 - 00:45;136.65;0.0
2026-03-20;QH 4;00:45 - 01:00;135.84;0.0
2026-03-20;QH 5;01:00 - 01:15;136.36;0.0
2026-03-20;QH 6;01:15 - 01:30;134.98;0.0
2026-03-20;QH 7;01:30 - 01:45;135.62;0.0
2026-03-20;QH 8;01:45 - 02:00;135.61;0.0
2026-03-20;QH 9;02:00 - 02:15;135.93;0.0
2026-03-20;QH 10;02:15 - 02:30;135.23;0.0
2026-03-20;QH 11;02:30 - 02:45;138.86;0.0
2026-03-20;QH 12;02:45 - 03:00;139.88;0.0
2026-03-20;QH 13;03:00 - 03:15;131.13;0.0
2026-03-20;QH 14;03:15 - 03:30;135.76;0.0
2026-03-20;QH 15;03:30 - 03:45;138.99;0.0
2026-03-20;QH 16;03:45 - 04:00;149.74;0.0
2026-03-20;QH 17;04:00 - 04:15;136.6;0.0
2026-03-20;QH 18;04:15 - 04:30;145.37;0.0
2026-03-20;QH 19;04:30 - 04:45;164.68;0.0
2026-03-20;QH 20;04:45 - 05:00;171.71;0.0
2026-03-20;QH 21;05:00 - 05:15;164.17;0.0
2026-03-20;QH 22;05:15 - 05:30;192.76;0.0
2026-03-20;QH 23;05:30 - 05:45;203.3;0.0
2026-03-20;QH 24;05:45 - 06:00;208.95;0.0
2026-03-20;QH 25;06:00 - 06:15;233.75;0.0
2026-03-20;QH 26;06:15 - 06:30;209.73;0.0
2026-03-20;QH 27;06:30 - 06:45;190.65;0.0
2026-03-20;QH 28;06:45 - 07:00;156.44;0.0
2026-03-20;QH 29;07:00 - 07:15;208.14;0.0
2026-03-20;QH 30;07:15 - 07:30;169.05;0.0
2026-03-20;QH 31;07:30 - 07:45;152.02;0.0
2026-03-20;QH 32;07:45 - 08:00;116.0;0.0
2026-03-20;QH 33;08:00 - 08:15;169.34;0.0
2026-03-20;QH 34;08:15 - 08:30;144.39;0.0
2026-03-20;QH 35;08:30 - 08:45;106.3;0.0
2026-03-20;QH 36;08:45 - 09:00;108.0;0.0
2026-03-20;QH 37;09:00 - 09:15;121.04;0.0
2026-03-20;QH 38;09:15 - 09:30;108.0;0.0
2026-03-20;QH 39;09:30 - 09:45;90.81;0.0
2026-03-20;QH 40;09:45 - 10:00;84.49;0.0
2026-03-20;QH 41;10:00 - 10:15;95.52;0.0
2026-03-20;QH 42;10:15 - 10:30;85.13;0.0
2026-03-20;QH 43;10:30 - 10:45;70.68;0.0
2026-03-20;QH 44;10:45 - 11:00;62.56;0.0
2026-03-20;QH 45;11:00 - 11:15;71.29;0.0
2026-03-20;QH 46;11:15 - 11:30;66.52;0.0
2026-03-20;QH 47;11:30 - 11:45;65.52;0.0
2026-03-20;QH 48;11:45 - 12:00;59.11;0.0
2026-03-20;QH 49;12:00 - 12:15;56.25;0.0
2026-03-20;QH 50;12:15 - 12:30;60.0;0.0
2026-03-20;QH 51;12:30 - 12:45;69.17;0.0
2026-03-20;QH 52;12:45 - 13:00;77.02;0.0
2026-03-20;QH 53;13:00 - 13:15;59.86;0.0
2026-03-20;QH 54;13:15 - 13:30;81.14;0.0
2026-03-20;QH 55;13:30 - 13:45;95.57;0.0
2026-03-20;QH 56;13:45 - 14:00;113.03;0.0
2026-03-20;QH 57;14:00 - 14:15;100.15;0.0
2026-03-20;QH 58;14:15 - 14:30;115.0;0.0
2026-03-20;QH 59;14:30 - 14:45;118.82;0.0
2026-03-20;QH 60;14:45 - 15:00;134.65;0.0
2026-03-20;QH 61;15:00 - 15:15;104.3;0.0
2026-03-20;QH 62;15:15 - 15:30;138.99;0.0
2026-03-20;QH 63;15:30 - 15:45;156.7;0.0
2026-03-20;QH 64;15:45 - 16:00;178.71;0.0
2026-03-20;QH 65;16:00 - 16:15;140.48;0.0
2026-03-20;QH 66;16:15 - 16:30;161.61;0.0
2026-03-20;QH 67;16:30 - 16:45;178.31;0.0
2026-03-20;QH 68;16:45 - 17:00;218.87;0.0
2026-03-20;QH 69;17:00 - 17:15;176.65;0.0
2026-03-20;QH 70;17:15 - 17:30;217.13;0.0
2026-03-20;QH 71;17:30 - 17:45;227.12;0.0
2026-03-20;QH 72;17:45 - 18:00;223.12;0.0
2026-03-20;QH 73;18:00 - 18:15;237.87;0.0
2026-03-20;QH 74;18:15 - 18:30;218.01;0.0
2026-03-20;QH 75;18:30 - 18:45;205.44;0.0
2026-03-20;QH 76;18:45 - 19:00;187.92;0.0
2026-03-20;QH 77;19:00 - 19:15;200.77;0.0
2026-03-20;QH 78;19:15 - 19:30;182.99;0.0
2026-03-20;QH 79;19:30 - 19:45;173.31;0.0
2026-03-20;QH 80;19:45 - 20:00;163.07;0.0
2026-03-20;QH 81;20:00 - 20:15;174.69;0.0
2026-03-20;QH 82;20:15 - 20:30;170.7;0.0
2026-03-20;QH 83;20:30 - 20:45;157.81;0.0
2026-03-20;QH 84;20:45 - 21:00;149.0;0.0
2026-03-20;QH 85;21:00 - 21:15;163.47;0.0
2026-03-20;QH 86;21:15 - 21:30;164.09;0.0
2026-03-20;QH 87;21:30 - 21:45;143.72;0.0
2026-03-20;QH 88;21:45 - 22:00;136.13;0.0
2026-03-20;QH 89;22:00 - 22:15;162.0;0.0
2026-03-20;QH 90;22:15 - 22:30;154.86;0.0
2026-03-20;QH 91;22:30 - 22:45;140.42;0.0
2026-03-20;QH 92;22:45 - 23:00;135.22;0.0
2026-03-20;QH 93;23:00 - 23:15;151.25;0.0
2026-03-20;QH 94;23:15 - 23:30;147.36;0.0
2026-03-20;QH 95;23:30 - 23:45;139.03;0.0
2026-03-20;QH 96;23:45 - 00:00;131.95;0.0
2026-03-21;QH 1;00:00 - 00:15;148.63;0.0
2026-03-21;QH 2;00:15 - 00:30;138.88;0.0
2026-03-21;QH 3;00:30 - 00:45;133.75;0.0
2026-03-21;QH 4;00:45 - 01:00;132.11;0.0
2026-03-21;QH 5;01:00 - 01:15;142.77;0.0
2026-03-21;QH 6;01:15 - 01:30;135.49;0.0
2026-03-21;QH 7;01:30 - 01:45;132.62;0.0
2026-03-21;QH 8;01:45 - 02:00;133.46;0.0
2026-03-21;QH 9;02:00 - 02:15;132.02;0.0
2026-03-21;QH 10;02:15 - 02:30;132.04;0.0
2026-03-21;QH 11;02:30 - 02:45;132.28;0.0
2026-03-21;QH 12;02:45 - 03:00;131.89;0.0
2026-03-21;QH 13;03:00 - 03:15;131.34;0.0
2026-03-21;QH 14;03:15 - 03:30;130.59;0.0
2026-03-21;QH 15;03:30 - 03:45;131.41;0.0
2026-03-21;QH 16;03:45 - 04:00;131.43;0.0
2026-03-21;QH 17;04:00 - 04:15;135.63;0.0
2026-03-21;QH 18;04:15 - 04:30;135.67;0.0
2026-03-21;QH 19;04:30 - 04:45;138.45;0.0
2026-03-21;QH 20;04:45 - 05:00;140.91;0.0
2026-03-21;QH 21;05:00 - 05:15;140.7;0.0
2026-03-21;QH 22;05:15 - 05:30;145.47;0.0
2026-03-21;QH 23;05:30 - 05:45;141.63;0.0
2026-03-21;QH 24;05:45 - 06:00;141.56;0.0
2026-03-21;QH 25;06:00 - 06:15;151.04;0.0
2026-03-21;QH 26;06:15 - 06:30;147.99;0.0
2026-03-21;QH 27;06:30 - 06:45;138.67;0.0
2026-03-21;QH 28;06:45 - 07:00;120.95;0.0
2026-03-21;QH 29;07:00 - 07:15;143.31;0.0
2026-03-21;QH 30;07:15 - 07:30;138.04;0.0
2026-03-21;QH 31;07:30 - 07:45;120.7;0.0
2026-03-21;QH 32;07:45 - 08:00;107.01;0.0
2026-03-21;QH 33;08:00 - 08:15;109.8;0.0
2026-03-21;QH 34;08:15 - 08:30;104.0;0.0
2026-03-21;QH 35;08:30 - 08:45;96.38;0.0
2026-03-21;QH 36;08:45 - 09:00;92.13;0.0
2026-03-21;QH 37;09:00 - 09:15;100.01;0.0
2026-03-21;QH 38;09:15 - 09:30;80.74;0.0
2026-03-21;QH 39;09:30 - 09:45;68.16;0.0
2026-03-21;QH 40;09:45 - 10:00;56.98;0.0
2026-03-21;QH 41;10:00 - 10:15;62.63;0.0
2026-03-21;QH 42;10:15 - 10:30;46.78;0.0
2026-03-21;QH 43;10:30 - 10:45;40.41;0.0
2026-03-21;QH 44;10:45 - 11:00;33.78;0.0
2026-03-21;QH 45;11:00 - 11:15;32.87;0.0
2026-03-21;QH 46;11:15 - 11:30;21.08;0.0
2026-03-21;QH 47;11:30 - 11:45;20.01;0.0
2026-03-21;QH 48;11:45 - 12:00;20.0;0.0
2026-03-21;QH 49;12:00 - 12:15;20.41;0.0
2026-03-21;QH 50;12:15 - 12:30;21.91;0.0
2026-03-21;QH 51;12:30 - 12:45;24.76;0.0
2026-03-21;QH 52;12:45 - 13:00;30.0;0.0
2026-03-21;QH 53;13:00 - 13:15;42.74;0.0
2026-03-21;QH 54;13:15 - 13:30;62.0;0.0
2026-03-21;QH 55;13:30 - 13:45;68.26;0.0
2026-03-21;QH 56;13:45 - 14:00;78.71;0.0
2026-03-21;QH 57;14:00 - 14:15;76.7;0.0
2026-03-21;QH 58;14:15 - 14:30;89.04;0.0
2026-03-21;QH 59;14:30 - 14:45;90.49;0.0
2026-03-21;QH 60;14:45 - 15:00;103.77;0.0
2026-03-21;QH 61;15:00 - 15:15;96.26;0.0
2026-03-21;QH 62;15:15 - 15:30;104.19;0.0
2026-03-21;QH 63;15:30 - 15:45;123.53;0.0
2026-03-21;QH 64;15:45 - 16:00;138.68;0.0
2026-03-21;QH 65;16:00 - 16:15;122.76;0.0
2026-03-21;QH 66;16:15 - 16:30;141.09;0.0
2026-03-21;QH 67;16:30 - 16:45;156.49;0.0
2026-03-21;QH 68;16:45 - 17:00;163.76;0.0
2026-03-21;QH 69;17:00 - 17:15;161.48;0.0
2026-03-21;QH 70;17:15 - 17:30;174.38;0.0
2026-03-21;QH 71;17:30 - 17:45;177.45;0.0
2026-03-21;QH 72;17:45 - 18:00;173.16;0.0
2026-03-21;QH 73;18:00 - 18:15;189.71;0.0
2026-03-21;QH 74;18:15 - 18:30;168.19;0.0
2026-03-21;QH 75;18:30 - 18:45;153.55;0.0
2026-03-21;QH 76;18:45 - 19:00;140.97;0.0
2026-03-21;QH 77;19:00 - 19:15;156.73;0.0
2026-03-21;QH 78;19:15 - 19:30;146.0;0.0
2026-03-21;QH 79;19:30 - 19:45;135.1;0.0
2026-03-21;QH 80;19:45 - 20:00;129.48;0.0
2026-03-21;QH 81;20:00 - 20:15;131.03;0.0
2026-03-21;QH 82;20:15 - 20:30;129.57;0.0
2026-03-21;QH 83;20:30 - 20:45;125.62;0.0
2026-03-21;QH 84;20:45 - 21:00;121.28;0.0
2026-03-21;QH 85;21:00 - 21:15;127.93;0.0
2026-03-21;QH 86;21:15 - 21:30;127.49;0.0
2026-03-21;QH 87;21:30 - 21:45;117.1;0.0
2026-03-21;QH 88;21:45 - 22:00;108.45;0.0
2026-03-21;QH 89;22:00 - 22:15;121.19;0.0
2026-03-21;QH 90;22:15 - 22:30;110.34;0.0
2026-03-21;QH 91;22:30 - 22:45;103.66;0.0
2026-03-21;QH 92;22:45 - 23:00;96.81;0.0
2026-03-21;QH 93;23:00 - 23:15;104.54;0.0
2026-03-21;QH 94;23:15 - 23:30;101.8;0.0
2026-03-21;QH 95;23:30 - 23:45;99.81;0.0
2026-03-21;QH 96;23:45 - 00:00;95.5;0.0
2026-03-22;QH 1;00:00 - 00:15;98.56;0.0
2026-03-22;QH 2;00:15 - 00:30;96.75;0.0
2026-03-22;QH 3;00:30 - 00:45;94.93;0.0
2026-03-22;QH 4;00:45 - 01:00;92.78;0.0
2026-03-22;QH 5;01:00 - 01:15;95.59;0.0
2026-03-22;QH 6;01:15 - 01:30;94.2;0.0
2026-03-22;QH 7;01:30 - 01:45;93.98;0.0
2026-03-22;QH 8;01:45 - 02:00;93.04;0.0
2026-03-22;QH 9;02:00 - 02:15;95.67;0.0
2026-03-22;QH 10;02:15 - 02:30;94.69;0.0
2026-03-22;QH 11;02:30 - 02:45;95.19;0.0
2026-03-22;QH 12;02:45 - 03:00;95.49;0.0
2026-03-22;QH 13;03:00 - 03:15;97.51;0.0
2026-03-22;QH 14;03:15 - 03:30;97.75;0.0
2026-03-22;QH 15;03:30 - 03:45;99.05;0.0
2026-03-22;QH 16;03:45 - 04:00;100.08;0.0
2026-03-22;QH 17;04:00 - 04:15;100.21;0.0
2026-03-22;QH 18;04:15 - 04:30;101.87;0.0
2026-03-22;QH 19;04:30 - 04:45;102.88;0.0
2026-03-22;QH 20;04:45 - 05:00;101.69;0.0
2026-03-22;QH 21;05:00 - 05:15;102.8;0.0
2026-03-22;QH 22;05:15 - 05:30;103.81;0.0
2026-03-22;QH 23;05:30 - 05:45;102.18;0.0
2026-03-22;QH 24;05:45 - 06:00;91.63;0.0
2026-03-22;QH 25;06:00 - 06:15;117.51;0.0
2026-03-22;QH 26;06:15 - 06:30;92.91;0.0
2026-03-22;QH 27;06:30 - 06:45;78.63;0.0
2026-03-22;QH 28;06:45 - 07:00;49.79;0.0
2026-03-22;QH 29;07:00 - 07:15;80.75;0.0
2026-03-22;QH 30;07:15 - 07:30;46.2;0.0
2026-03-22;QH 31;07:30 - 07:45;26.37;0.0
2026-03-22;QH 32;07:45 - 08:00;12.0;0.0
2026-03-22;QH 33;08:00 - 08:15;19.9;0.0
2026-03-22;QH 34;08:15 - 08:30;6.86;0.0
2026-03-22;QH 35;08:30 - 08:45;0.43;0.0
2026-03-22;QH 36;08:45 - 09:00;-0.1;0.0
2026-03-22;QH 37;09:00 - 09:15;0.0;0.0
2026-03-22;QH 38;09:15 - 09:30;-0.01;0.0
2026-03-22;QH 39;09:30 - 09:45;-0.62;0.0
2026-03-22;QH 40;09:45 - 10:00;-1.09;0.0
2026-03-22;QH 41;10:00 - 10:15;-2.46;0.0
2026-03-22;QH 42;10:15 - 10:30;-3.46;0.0
2026-03-22;QH 43;10:30 - 10:45;-4.9;0.0
2026-03-22;QH 44;10:45 - 11:00;-6.63;0.0
2026-03-22;QH 45;11:00 - 11:15;-9.97;0.0
2026-03-22;QH 46;11:15 - 11:30;-11.39;0.0
2026-03-22;QH 47;11:30 - 11:45;-12.37;0.0
2026-03-22;QH 48;11:45 - 12:00;-13.31;0.0
2026-03-22;QH 49;12:00 - 12:15;-12.68;0.0
2026-03-22;QH 50;12:15 - 12:30;-11.34;0.0
2026-03-22;QH 51;12:30 - 12:45;-9.91;0.0
2026-03-22;QH 52;12:45 - 13:00;-7.31;0.0
2026-03-22;QH 53;13:00 - 13:15;-3.38;0.0
2026-03-22;QH 54;13:15 - 13:30;-2.48;0.0
2026-03-22;QH 55;13:30 - 13:45;-1.9;0.0
2026-03-22;QH 56;13:45 - 14:00;-0.95;0.0
2026-03-22;QH 57;14:00 - 14:15;-0.26;0.0
2026-03-22;QH 58;14:15 - 14:30;0.0;0.0
2026-03-22;QH 59;14:30 - 14:45;11.66;0.0
2026-03-22;QH 60;14:45 - 15:00;33.6;0.0
2026-03-22;QH 61;15:00 - 15:15;32.76;0.0
2026-03-22;QH 62;15:15 - 15:30;79.85;0.0
2026-03-22;QH 63;15:30 - 15:45;108.0;0.0
2026-03-22;QH 64;15:45 - 16:00;152.0;0.0
2026-03-22;QH 65;16:00 - 16:15;98.63;0.0
2026-03-22;QH 66;16:15 - 16:30;141.8;0.0
2026-03-22;QH 67;16:30 - 16:45;159.08;0.0
2026-03-22;QH 68;16:45 - 17:00;183.03;0.0
2026-03-22;QH 69;17:00 - 17:15;161.04;0.0
2026-03-22;QH 70;17:15 - 17:30;174.26;0.0
2026-03-22;QH 71;17:30 - 17:45;176.0;0.0
2026-03-22;QH 72;17:45 - 18:00;185.46;0.0
2026-03-22;QH 73;18:00 - 18:15;184.46;0.0
2026-03-22;QH 74;18:15 - 18:30;181.7;0.0
2026-03-22;QH 75;18:30 - 18:45;168.61;0.0
2026-03-22;QH 76;18:45 - 19:00;158.76;0.0
2026-03-22;QH 77;19:00 - 19:15;184.13;0.0
2026-03-22;QH 78;19:15 - 19:30;167.14;0.0
2026-03-22;QH 79;19:30 - 19:45;159.59;0.0
2026-03-22;QH 80;19:45 - 20:00;148.07;0.0
2026-03-22;QH 81;20:00 - 20:15;165.21;0.0
2026-03-22;QH 82;20:15 - 20:30;158.25;0.0
2026-03-22;QH 83;20:30 - 20:45;150.05;0.0
2026-03-22;QH 84;20:45 - 21:00;148.0;0.0
2026-03-22;QH 85;21:00 - 21:15;157.37;0.0
2026-03-22;QH 86;21:15 - 21:30;149.99;0.0
2026-03-22;QH 87;21:30 - 21:45;141.68;0.0
2026-03-22;QH 88;21:45 - 22:00;138.15;0.0
2026-03-22;QH 89;22:00 - 22:15;157.79;0.0
2026-03-22;QH 90;22:15 - 22:30;147.62;0.0
2026-03-22;QH 91;22:30 - 22:45;136.83;0.0
2026-03-22;QH 92;22:45 - 23:00;131.78;0.0
2026-03-22;QH 93;23:00 - 23:15;136.18;0.0
2026-03-22;QH 94;23:15 - 23:30;133.06;0.0
2026-03-22;QH 95;23:30 - 23:45;128.55;0.0
2026-03-22;QH 96;23:45 - 00:00;126.76;0.0
2026-03-23;QH 1;00:00 - 00:15;128.59;0.0
2026-03-23;QH 2;00:15 - 00:30;127.75;0.0
2026-03-23;QH 3;00:30 - 00:45;124.93;0.0
2026-03-23;QH 4;00:45 - 01:00;122.33;0.0
2026-03-23;QH 5;01:00 - 01:15;127.33;0.0
2026-03-23;QH 6;01:15 - 01:30;124.4;0.0
2026-03-23;QH 7;01:30 - 01:45;124.21;0.0
2026-03-23;QH 8;01:45 - 02:00;124.7;0.0
2026-03-23;QH 9;02:00 - 02:15;129.06;0.0
2026-03-23;QH 10;02:15 - 02:30;126.31;0.0
2026-03-23;QH 11;02:30 - 02:45;127.51;0.0
2026-03-23;QH 12;02:45 - 03:00;131.47;0.0
2026-03-23;QH 13;03:00 - 03:15;130.88;0.0
2026-03-23;QH 14;03:15 - 03:30;136.82;0.0
2026-03-23;QH 15;03:30 - 03:45;141.47;0.0
2026-03-23;QH 16;03:45 - 04:00;143.9;0.0
2026-03-23;QH 17;04:00 - 04:15;140.08;0.0
2026-03-23;QH 18;04:15 - 04:30;148.26;0.0
2026-03-23;QH 19;04:30 - 04:45;164.06;0.0
2026-03-23;QH 20;04:45 - 05:00;170.48;0.0
2026-03-23;QH 21;05:00 - 05:15;161.88;0.0
2026-03-23;QH 22;05:15 - 05:30;181.86;0.0
2026-03-23;QH 23;05:30 - 05:45;193.41;0.0
2026-03-23;QH 24;05:45 - 06:00;192.01;0.0
2026-03-23;QH 25;06:00 - 06:15;230.64;0.0
2026-03-23;QH 26;06:15 - 06:30;190.09;0.0
2026-03-23;QH 27;06:30 - 06:45;181.57;0.0
2026-03-23;QH 28;06:45 - 07:00;142.44;0.0
2026-03-23;QH 29;07:00 - 07:15;199.99;0.0
2026-03-23;QH 30;07:15 - 07:30;159.77;0.0
2026-03-23;QH 31;07:30 - 07:45;129.03;0.0
2026-03-23;QH 32;07:45 - 08:00;101.63;0.0
2026-03-23;QH 33;08:00 - 08:15;135.21;0.0
2026-03-23;QH 34;08:15 - 08:30;104.91;0.0
2026-03-23;QH 35;08:30 - 08:45;109.55;0.0
2026-03-23;QH 36;08:45 - 09:00;82.33;0.0
2026-03-23;QH 37;09:00 - 09:15;107.37;0.0
2026-03-23;QH 38;09:15 - 09:30;85.3;0.0
2026-03-23;QH 39;09:30 - 09:45;76.58;0.0
2026-03-23;QH 40;09:45 - 10:00;56.48;0.0
2026-03-23;QH 41;10:00 - 10:15;67.13;0.0
2026-03-23;QH 42;10:15 - 10:30;50.55;0.0
2026-03-23;QH 43;10:30 - 10:45;38.56;0.0
2026-03-23;QH 44;10:45 - 11:00;36.09;0.0
2026-03-23;QH 45;11:00 - 11:15;37.61;0.0
2026-03-23;QH 46;11:15 - 11:30;44.32;0.0
2026-03-23;QH 47;11:30 - 11:45;51.37;0.0
2026-03-23;QH 48;11:45 - 12:00;63.72;0.0
2026-03-23;QH 49;12:00 - 12:15;56.68;0.0
2026-03-23;QH 50;12:15 - 12:30;68.8;0.0
2026-03-23;QH 51;12:30 - 12:45;83.18;0.0
2026-03-23;QH 52;12:45 - 13:00;90.84;0.0
2026-03-23;QH 53;13:00 - 13:15;82.5;0.0
2026-03-23;QH 54;13:15 - 13:30;90.46;0.0
2026-03-23;QH 55;13:30 - 13:45;99.74;0.0
2026-03-23;QH 56;13:45 - 14:00;107.22;0.0
2026-03-23;QH 57;14:00 - 14:15;93.1;0.0
2026-03-23;QH 58;14:15 - 14:30;107.16;0.0
2026-03-23;QH 59;14:30 - 14:45;118.55;0.0
2026-03-23;QH 60;14:45 - 15:00;139.0;0.0
2026-03-23;QH 61;15:00 - 15:15;102.21;0.0
2026-03-23;QH 62;15:15 - 15:30;132.0;0.0
2026-03-23;QH 63;15:30 - 15:45;149.31;0.0
2026-03-23;QH 64;15:45 - 16:00;170.65;0.0
2026-03-23;QH 65;16:00 - 16:15;132.0;0.0
2026-03-23;QH 66;16:15 - 16:30;168.68;0.0
2026-03-23;QH 67;16:30 - 16:45;195.8;0.0
2026-03-23;QH 68;16:45 - 17:00;266.62;0.0
2026-03-23;QH 69;17:00 - 17:15;195.99;0.0
2026-03-23;QH 70;17:15 - 17:30;260.66;0.0
2026-03-23;QH 71;17:30 - 17:45;285.19;0.0
2026-03-23;QH 72;17:45 - 18:00;310.2;0.0
2026-03-23;QH 73;18:00 - 18:15;267.95;0.0
2026-03-23;QH 74;18:15 - 18:30;244.97;0.0
2026-03-23;QH 75;18:30 - 18:45;235.92;0.0
2026-03-23;QH 76;18:45 - 19:00;217.4;0.0
2026-03-23;QH 77;19:00 - 19:15;246.6;0.0
2026-03-23;QH 78;19:15 - 19:30;216.74;0.0
2026-03-23;QH 79;19:30 - 19:45;187.91;0.0
2026-03-23;QH 80;19:45 - 20:00;175.1;0.0
2026-03-23;QH 81;20:00 - 20:15;219.55;0.0
2026-03-23;QH 82;20:15 - 20:30;182.48;0.0
2026-03-23;QH 83;20:30 - 20:45;158.96;0.0
2026-03-23;QH 84;20:45 - 21:00;148.29;0.0
2026-03-23;QH 85;21:00 - 21:15;169.0;0.0
2026-03-23;QH 86;21:15 - 21:30;154.24;0.0
2026-03-23;QH 87;21:30 - 21:45;151.99;0.0
2026-03-23;QH 88;21:45 - 22:00;147.73;0.0
2026-03-23;QH 89;22:00 - 22:15;152.95;0.0
2026-03-23;QH 90;22:15 - 22:30;144.17;0.0
2026-03-23;QH 91;22:30 - 22:45;138.15;0.0
2026-03-23;QH 92;22:45 - 23:00;126.53;0.0
2026-03-23;QH 93;23:00 - 23:15;149.0;0.0
2026-03-23;QH 94;23:15 - 23:30;145.68;0.0
2026-03-23;QH 95;23:30 - 23:45;136.56;0.0
2026-03-23;QH 96;23:45 - 00:00;133.01;0.0
2026-03-24;QH 1;00:00 - 00:15;139.06;0.0
2026-03-24;QH 2;00:15 - 00:30;130.12;0.0
2026-03-24;QH 3;00:30 - 00:45;116.53;0.0
2026-03-24;QH 4;00:45 - 01:00;111.56;0.0
2026-03-24;QH 5;01:00 - 01:15;119.26;0.0
2026-03-24;QH 6;01:15 - 01:30;111.57;0.0
2026-03-24;QH 7;01:30 - 01:45;106.22;0.0
2026-03-24;QH 8;01:45 - 02:00;102.94;0.0
2026-03-24;QH 9;02:00 - 02:15;107.08;0.0
2026-03-24;QH 10;02:15 - 02:30;101.54;0.0
2026-03-24;QH 11;02:30 - 02:45;99.36;0.0
2026-03-24;QH 12;02:45 - 03:00;98.58;0.0
2026-03-24;QH 13;03:00 - 03:15;100.46;0.0
2026-03-24;QH 14;03:15 - 03:30;99.17;0.0
2026-03-24;QH 15;03:30 - 03:45;101.56;0.0
2026-03-24;QH 16;03:45 - 04:00;100.31;0.0
2026-03-24;QH 17;04:00 - 04:15;98.22;0.0
2026-03-24;QH 18;04:15 - 04:30;97.0;0.0
2026-03-24;QH 19;04:30 - 04:45;99.03;0.0
2026-03-24;QH 20;04:45 - 05:00;109.64;0.0
2026-03-24;QH 21;05:00 - 05:15;107.08;0.0
2026-03-24;QH 22;05:15 - 05:30;111.3;0.0
2026-03-24;QH 23;05:30 - 05:45;113.57;0.0
2026-03-24;QH 24;05:45 - 06:00;111.32;0.0
2026-03-24;QH 25;06:00 - 06:15;134.1;0.0
2026-03-24;QH 26;06:15 - 06:30;120.44;0.0
2026-03-24;QH 27;06:30 - 06:45;106.58;0.0
2026-03-24;QH 28;06:45 - 07:00;91.07;0.0
2026-03-24;QH 29;07:00 - 07:15;132.08;0.0
2026-03-24;QH 30;07:15 - 07:30;103.46;0.0
2026-03-24;QH 31;07:30 - 07:45;89.9;0.0
2026-03-24;QH 32;07:45 - 08:00;64.39;0.0
2026-03-24;QH 33;08:00 - 08:15;99.55;0.0
2026-03-24;QH 34;08:15 - 08:30;80.22;0.0
2026-03-24;QH 35;08:30 - 08:45;64.72;0.0
2026-03-24;QH 36;08:45 - 09:00;39.13;0.0
2026-03-24;QH 37;09:00 - 09:15;57.64;0.0
2026-03-24;QH 38;09:15 - 09:30;23.32;0.0
2026-03-24;QH 39;09:30 - 09:45;10.04;0.0
2026-03-24;QH 40;09:45 - 10:00;3.91;0.0
2026-03-24;QH 41;10:00 - 10:15;4.5;0.0
2026-03-24;QH 42;10:15 - 10:30;0.3;0.0
